,qualifying_position,diff_qual_final,num_pit_stops,driver_points,lap_time,stop_duration,constructor_points,starting_grid_position,final_position
1362,6,4.0,1,197.0,92046,23728,435.0,4,2.0
1363,8,5.0,1,235.0,92830,24307,373.0,6,3.0
1364,3,-1.0,1,144.0,97903,23951,212.0,16,4.0
1365,7,2.0,1,138.0,92108,25367,373.0,5,5.0
1366,5,-1.0,1,55.0,90549,24432,113.0,3,6.0
1367,4,-3.0,1,24.0,91340,26131,55.0,2,7.0
1368,9,1.0,1,31.0,93704,25078,55.0,7,8.0
1369,11,2.0,1,58.0,94684,25377,113.0,10,9.0
1370,5,4.0,1,263.0,179371,30442,475.0,5,1.0
1371,3,1.0,1,162.0,180881,30737,230.0,3,2.0
1372,6,3.0,1,212.0,185029,30444,475.0,6,3.0
1373,10,6.0,1,48.0,192844,32689,52.0,10,4.0
1374,12,7.0,1,68.0,183788,30709,124.0,12,5.0
1375,11,5.0,1,8.0,186098,30785,42.0,11,6.0
1376,9,2.0,1,7.0,188767,31550,17.0,9,7.0
1377,18,10.0,1,28.0,200654,37403,59.0,18,8.0
1378,15,6.0,1,26.0,204887,39455,37.0,15,9.0
1379,14,4.0,1,56.0,189869,31793,124.0,14,10.0
1380,17,6.0,1,31.0,202756,38464,59.0,17,11.0
1381,3,2.0,1,93.0,103125,23652,270.0,3,1.0
1382,1,-1.0,1,281.0,102307,23489,503.0,1,2.0
1383,4,1.0,1,177.0,105266,24199,270.0,4,3.0
1384,20,16.0,1,247.0,111136,23695,385.0,20,4.0
1385,5,0.0,1,222.0,104229,23676,503.0,5,5.0
1386,9,3.0,1,76.0,107373,24314,133.0,9,6.0
1387,1,0.0,1,306.0,96359,22724,540.0,1,1.0
1388,5,3.0,1,111.0,97851,22620,303.0,4,2.0
1389,4,1.0,1,192.0,99898,23796,303.0,3,3.0
1390,2,-2.0,1,234.0,100299,22876,540.0,6,4.0
1391,6,1.0,1,148.0,105720,23699,395.0,10,5.0
1392,7,1.0,1,65.0,99728,24078,147.0,5,6.0
1393,8,1.0,1,82.0,100992,23634,147.0,7,7.0
1394,13,5.0,1,15.0,102901,23065,43.0,12,8.0
1395,16,7.0,1,28.0,104636,22781,43.0,13,9.0
1396,1,0.0,1,331.0,101731,23402,575.0,1,1.0
1397,2,0.0,1,265.0,100467,24300,428.0,2,2.0
1398,5,2.0,1,163.0,104536,23575,428.0,5,3.0
1399,6,2.0,1,123.0,99585,24325,315.0,16,4.0
1400,3,-2.0,1,244.0,99852,23459,575.0,3,5.0
1401,7,1.0,1,73.0,103730,24502,159.0,6,6.0
1402,8,1.0,1,54.0,103770,24525,48.0,7,7.0
1403,2,1.0,1,148.0,84203,22570,340.0,2,1.0
1404,4,2.0,1,262.0,85940,21758,595.0,4,2.0
1405,5,2.0,1,178.0,91052,22540,455.0,5,3.0
1406,1,-3.0,1,277.0,90846,32037,455.0,1,4.0
1407,2,1.0,1,302.0,112494,19097,495.0,2,1.0
1408,1,-1.0,1,280.0,113660,18717,625.0,1,2.0
1409,3,0.0,1,193.0,115614,19433,495.0,3,3.0
1410,20,16.0,1,345.0,134928,19377,625.0,20,4.0
1411,4,-1.0,1,158.0,116575,18827,358.0,4,5.0
1412,5,-1.0,1,200.0,136146,25946,358.0,14,6.0
1413,10,3.0,1,42.0,119487,18238,82.0,9,7.0
1414,7,-1.0,1,15.0,118369,18487,28.0,6,8.0
1415,6,-3.0,1,94.0,121133,18417,177.0,5,9.0
1416,1,0.0,1,305.0,105087,21478,668.0,1,1.0
1417,2,0.0,1,363.0,106379,21274,668.0,2,2.0
1418,3,0.0,1,317.0,107471,21221,522.0,3,3.0
1419,5,1.0,1,205.0,109340,21609,522.0,5,4.0
1420,6,1.0,1,168.0,110038,21269,368.0,6,5.0
1421,7,1.0,1,43.0,111156,29724,57.0,7,6.0
1422,8,1.0,1,100.0,112161,21869,187.0,8,7.0
1423,9,1.0,1,87.0,112913,21865,187.0,9,8.0
1424,3,2.0,1,25.0,88863,21787,40.0,3,1.0
1425,1,-1.0,1,18.0,87942,21821,22.0,1,2.0
1426,2,-1.0,1,15.0,87423,21421,40.0,2,3.0
1427,5,1.0,1,12.0,87199,21440,20.0,8,4.0
1428,11,6.0,1,10.0,87343,22573,12.0,10,5.0
1429,4,-2.0,1,8.0,87646,20953,20.0,4,6.0
1430,8,1.0,1,6.0,89521,22628,7.0,7,7.0
1431,10,2.0,1,4.0,89446,21664,22.0,15,8.0
1432,12,3.0,1,2.0,87676,22474,12.0,11,9.0
1433,9,-1.0,1,1.0,88931,23868,7.0,9,10.0
1434,13,2.0,1,0.0,89220,22327,0.0,12,11.0
1435,15,3.0,1,0.0,94348,21854,0.0,14,12.0
1436,18,5.0,1,0.0,89944,22242,0.0,18,13.0
1437,14,0.0,1,0.0,91291,25504,0.0,13,14.0
1438,1,0.0,1,50.0,97033,24524,65.0,1,1.0
1439,3,1.0,1,22.0,96972,26105,55.0,3,2.0
1440,4,1.0,1,33.0,94992,24302,55.0,9,3.0
1441,6,2.0,1,12.0,95550,24835,12.0,5,4.0
1442,7,2.0,1,10.0,97815,25106,10.0,6,5.0
1443,8,2.0,1,14.0,111151,24454,15.0,7,6.0
1444,6,5.0,1,37.0,104974,23042,55.0,6,1.0
1445,3,1.0,1,40.0,101407,22097,85.0,3,2.0
1446,2,-1.0,1,30.0,103610,22913,84.0,2,3.0
1447,4,0.0,1,45.0,104362,22464,85.0,4,4.0
1448,5,0.0,1,18.0,102561,22715,55.0,5,5.0
1449,7,1.0,1,22.0,105727,23654,25.0,7,6.0
1450,13,6.0,1,22.0,108139,24110,28.0,13,7.0
1451,1,-7.0,1,54.0,100327,23009,84.0,1,8.0
1452,9,0.0,1,3.0,106138,23935,25.0,9,9.0
1453,11,1.0,1,11.0,107340,22973,11.0,11,10.0
1454,12,1.0,1,1.0,109720,23281,1.0,12,11.0
1455,8,-4.0,1,0.0,110081,22856,1.0,8,12.0
1456,14,1.0,1,6.0,111030,23730,28.0,14,13.0
1457,18,4.0,1,0.0,108995,22661,0.0,18,14.0
1458,16,1.0,1,0.0,110776,23716,0.0,16,15.0
1459,20,4.0,1,2.0,112842,22785,2.0,20,16.0
1460,10,-7.0,1,0.0,106682,22981,11.0,10,17.0
1461,17,-1.0,1,12.0,112141,23950,12.0,17,18.0
1462,19,0.0,1,0.0,111646,23392,2.0,19,19.0
1463,2,1.0,1,70.0,149923,20377,110.0,2,1.0
1464,6,4.0,1,48.0,154726,30012,114.0,6,2.0
1465,8,5.0,1,15.0,156904,28109,16.0,8,3.0
1466,1,-3.0,1,66.0,148071,20037,114.0,1,4.0
1467,10,5.0,1,13.0,155191,21516,35.0,9,5.0
1468,14,8.0,1,8.0,160388,21058,10.0,13,6.0
1469,13,6.0,1,28.0,198104,56710,36.0,12,7.0
1470,11,3.0,1,4.0,156169,19737,4.0,10,8.0
1471,16,7.0,1,8.0,161149,21103,36.0,16,9.0
1472,19,9.0,1,1.0,174272,21376,13.0,19,10.0
1473,18,7.0,1,2.0,216382,44107,10.0,18,11.0
1474,17,5.0,1,12.0,159485,20782,13.0,17,12.0
1475,15,2.0,1,11.0,211147,35608,11.0,15,13.0
1476,1,0.0,1,95.0,108152,22085,153.0,1,1.0
1477,2,0.0,1,58.0,111072,23213,153.0,2,2.0
1478,5,2.0,1,33.0,113164,21740,80.0,5,3.0
1479,3,-1.0,1,78.0,109029,22054,126.0,3,4.0
1480,6,1.0,1,47.0,114044,21618,80.0,6,5.0
1481,1,0.0,1,72.0,82199,24542,107.0,1,1.0
1482,2,0.0,1,96.0,83334,23964,156.0,2,2.0
1483,3,0.0,1,110.0,84315,23739,178.0,3,3.0
1484,4,0.0,1,60.0,85237,24263,156.0,4,4.0
1485,5,0.0,1,68.0,86051,24020,178.0,5,5.0
1486,6,0.0,1,9.0,87102,24663,26.0,6,6.0
1487,10,3.0,1,18.0,91614,24296,19.0,10,7.0
1488,11,3.0,1,26.0,91804,25213,46.0,11,8.0
1489,20,11.0,1,35.0,95690,24111,107.0,20,9.0
1490,8,-2.0,1,20.0,89451,24874,46.0,8,10.0
1491,17,6.0,1,2.0,95152,24291,11.0,16,11.0
1492,9,-3.0,1,17.0,90842,29379,26.0,9,12.0
1493,19,6.0,1,19.0,96698,24237,19.0,19,13.0
1494,1,0.0,1,121.0,100809,23529,189.0,1,1.0
1495,2,0.0,1,86.0,102548,23775,206.0,2,2.0
1496,3,0.0,1,50.0,104359,23137,134.0,3,3.0
1497,6,2.0,1,84.0,108328,23279,134.0,6,4.0
1498,4,-1.0,1,120.0,107409,23335,206.0,4,5.0
1499,5,-1.0,1,68.0,110068,23645,189.0,5,6.0
1500,1,0.0,1,145.0,129395,24310,237.0,1,1.0
1501,4,2.0,1,68.0,130952,24395,164.0,4,2.0
1502,6,3.0,1,83.0,136641,24289,214.0,6,3.0
1503,5,1.0,1,96.0,133704,24309,164.0,5,4.0
1504,3,-2.0,1,131.0,181679,32612,214.0,3,5.0
1505,9,3.0,1,27.0,134863,25419,27.0,9,6.0
1506,2,-5.0,1,92.0,219223,27955,237.0,2,7.0
1507,7,-1.0,1,28.0,132426,25423,62.0,7,8.0
1508,12,3.0,1,34.0,140783,25016,62.0,12,9.0
1509,8,-2.0,1,11.0,136033,25026,13.0,8,10.0
1510,5,4.0,1,93.0,75229,21214,189.0,4,1.0
1511,4,2.0,1,101.0,75737,21552,247.0,3,2.0
1512,3,0.0,1,146.0,77370,23912,247.0,6,3.0
1513,2,1.0,1,171.0,94886,28677,287.0,2,1.0
1514,1,-1.0,1,163.0,108599,28982,267.0,1,2.0
1515,3,0.0,1,116.0,100019,38573,287.0,3,3.0
1516,4,0.0,1,104.0,96818,27894,267.0,4,4.0
1517,6,1.0,1,106.0,100783,28194,199.0,6,5.0
1518,11,5.0,1,42.0,101799,28719,70.0,11,6.0
1519,10,3.0,1,25.0,103209,29410,49.0,10,7.0
1520,13,5.0,1,40.0,105688,28669,48.0,13,8.0
1521,7,-2.0,1,39.0,104840,28450,51.0,7,9.0
1522,12,2.0,1,24.0,117814,28651,49.0,12,10.0
1523,17,6.0,1,8.0,107419,28284,48.0,17,11.0
1524,19,7.0,1,4.0,109047,27774,4.0,19,12.0
1525,14,1.0,1,18.0,106132,28676,19.0,14,13.0
1526,18,4.0,1,0.0,108019,28224,4.0,18,14.0
1527,14,13.0,1,188.0,90059,18978,310.0,14,1.0
1528,2,0.0,1,122.0,81972,19188,310.0,2,2.0
1529,3,0.0,1,131.0,83317,19647,302.0,3,3.0
1530,4,0.0,1,105.0,84084,19742,211.0,4,4.0
1531,7,2.0,1,52.0,86342,19584,80.0,7,5.0
1532,6,0.0,1,20.0,86939,20198,59.0,6,6.0
1533,10,3.0,1,30.0,87480,25130,59.0,10,7.0
1534,16,8.0,1,29.0,89935,19570,59.0,15,8.0
1535,13,4.0,1,5.0,91414,18840,18.0,13,9.0
1536,18,8.0,1,2.0,92273,19309,20.0,17,10.0
1537,5,-6.0,1,39.0,85505,19818,59.0,5,11.0
1538,8,-4.0,1,28.0,88232,20160,80.0,8,12.0
1539,20,7.0,1,8.0,93351,19778,48.0,19,13.0
1540,1,0.0,1,213.0,86705,21480,345.0,1,1.0
1541,4,2.0,1,189.0,88777,23111,335.0,4,2.0
1542,3,0.0,1,146.0,89795,24471,335.0,3,3.0
1543,12,8.0,1,118.0,98170,21364,223.0,12,4.0
1544,2,-3.0,1,132.0,87778,21337,345.0,2,5.0
1545,6,0.0,1,26.0,91753,21684,28.0,6,6.0
1546,2,1.0,1,214.0,149572,19582,360.0,2,1.0
1547,1,-1.0,1,231.0,151397,19372,375.0,1,2.0
1548,7,4.0,1,120.0,154928,19942,238.0,7,3.0
1549,10,6.0,1,144.0,171105,20349,375.0,19,4.0
1550,4,-1.0,1,40.0,152527,19667,18.0,4,5.0
1551,3,-3.0,1,37.0,153245,19582,18.0,3,6.0
1552,5,-2.0,1,27.0,156224,20280,76.0,5,7.0
1553,9,1.0,1,49.0,157550,20021,76.0,9,8.0
1554,11,2.0,1,28.0,159935,20136,30.0,10,9.0
1555,3,2.0,1,256.0,110478,23728,415.0,3,1.0
1556,1,-1.0,1,164.0,107025,23862,390.0,1,2.0
1557,4,1.0,1,159.0,112240,23763,415.0,4,3.0
1558,2,-2.0,1,226.0,130568,32219,390.0,2,4.0
1559,5,0.0,1,130.0,111041,24003,248.0,5,5.0
1560,8,2.0,1,45.0,115726,24827,32.0,8,6.0
1561,16,9.0,1,46.0,122352,25655,32.0,14,7.0
1562,7,-1.0,1,34.0,114630,25774,86.0,7,8.0
1563,1,0.0,1,281.0,143334,28946,452.0,1,1.0
1564,2,0.0,1,148.0,145361,29681,274.0,2,2.0
1565,3,0.0,1,241.0,144278,28722,415.0,3,3.0
1566,4,0.0,1,171.0,146833,28542,452.0,4,4.0
1567,5,0.0,1,174.0,148568,29513,415.0,5,5.0
1568,6,0.0,1,126.0,149326,28779,274.0,6,6.0
1569,11,4.0,1,50.0,152992,29922,58.0,11,7.0
1570,2,1.0,1,306.0,101711,29551,495.0,2,1.0
1571,1,-1.0,1,189.0,100335,29794,495.0,1,2.0
1572,3,0.0,1,256.0,102879,29798,442.0,3,3.0
1573,4,0.0,1,186.0,104094,29531,442.0,4,4.0
1574,11,6.0,1,158.0,111135,29370,292.0,19,5.0
1575,12,6.0,1,134.0,114891,37446,292.0,18,6.0
1576,7,0.0,1,21.0,106649,30397,27.0,7,7.0
1577,1,0.0,1,331.0,94531,22614,538.0,1,1.0
1578,2,0.0,1,207.0,95872,22777,538.0,2,2.0
1579,3,0.0,1,173.0,98437,28789,319.0,3,3.0
1580,15,11.0,1,146.0,104160,22864,319.0,15,4.0
1581,4,-1.0,1,196.0,99547,22781,460.0,4,5.0
1582,9,3.0,1,264.0,98979,22748,460.0,8,6.0
1583,10,3.0,1,53.0,101385,23635,43.0,9,7.0
1584,5,-3.0,1,31.0,99816,23692,84.0,5,8.0
1585,8,-1.0,1,49.0,101973,23316,43.0,11,9.0
1586,3,2.0,1,221.0,99389,23714,497.0,2,1.0
1587,15,13.0,1,191.0,109681,23446,337.0,18,2.0
1588,1,-2.0,1,346.0,101297,23693,563.0,1,3.0
1589,2,-2.0,1,276.0,113297,24449,497.0,5,4.0
1590,4,-1.0,1,217.0,102538,23478,563.0,3,5.0
1591,7,1.0,1,61.0,105337,24681,106.0,7,6.0
1592,11,4.0,1,45.0,106134,29319,106.0,11,7.0
1593,10,2.0,1,57.0,108598,25723,47.0,10,8.0
1594,2,1.0,1,216.0,83044,22175,362.0,2,1.0
1595,4,2.0,1,294.0,86511,22658,530.0,4,2.0
1596,6,3.0,1,236.0,89144,22017,530.0,6,3.0
1597,3,-1.0,1,358.0,84169,22269,585.0,3,4.0
1598,1,0.0,1,383.0,77881,22641,620.0,1,1.0
1599,5,3.0,1,234.0,80187,23432,392.0,5,2.0
1600,4,1.0,1,251.0,79536,22766,553.0,4,3.0
1601,6,2.0,1,158.0,82981,23300,392.0,11,4.0
1602,3,-2.0,1,237.0,78487,22955,620.0,3,5.0
1603,2,-4.0,1,302.0,79092,22551,553.0,2,6.0
1604,8,1.0,1,33.0,80854,23593,42.0,7,7.0
1605,9,1.0,1,35.0,81535,23403,90.0,8,8.0
1606,11,2.0,1,55.0,83506,23115,90.0,10,9.0
1607,1,0.0,1,408.0,134661,21283,655.0,1,1.0
1608,3,1.0,1,320.0,144248,22630,571.0,3,2.0
1609,6,3.0,1,249.0,152833,21057,419.0,6,3.0
1610,5,1.0,1,170.0,148804,21061,419.0,5,4.0
1611,2,-3.0,1,247.0,142875,21600,655.0,2,5.0
1612,11,5.0,1,53.0,155068,21964,122.0,11,6.0
1613,8,1.0,1,39.0,147322,21828,48.0,8,7.0
1614,14,6.0,1,62.0,153936,22112,52.0,14,8.0
1615,2,1.0,1,26.0,93813,22014,44.0,2,1.0
1616,1,-1.0,1,18.0,94887,21515,44.0,1,2.0
1617,4,1.0,1,15.0,96291,21157,15.0,4,3.0
1618,3,-1.0,1,12.0,95626,21995,22.0,3,4.0
1619,5,0.0,1,10.0,97042,22306,22.0,5,5.0
1620,7,1.0,1,8.0,98243,22388,8.0,7,6.0
1621,3,2.0,1,43.0,99941,24255,87.0,3,1.0
1622,4,2.0,1,44.0,98944,24865,87.0,4,2.0
1623,1,-2.0,1,26.0,99466,24518,48.0,1,3.0
1624,5,1.0,1,27.0,101170,24199,31.0,5,4.0
1625,2,-3.0,1,22.0,97542,24228,48.0,2,5.0
1626,10,4.0,1,8.0,106113,24175,8.0,9,6.0
1627,9,2.0,1,10.0,103097,25647,10.0,8,7.0
1628,13,5.0,1,4.0,105321,27557,31.0,13,8.0
1629,12,3.0,1,2.0,106029,25659,3.0,12,9.0
1630,14,4.0,1,1.0,104180,27136,3.0,14,10.0
1631,16,5.0,1,0.0,106412,27725,10.0,16,11.0
1632,2,1.0,1,68.0,106407,22644,130.0,2,1.0
1633,1,-1.0,1,62.0,108391,22196,130.0,1,2.0
1634,3,0.0,1,37.0,110733,22749,73.0,3,3.0
1635,5,1.0,1,39.0,112744,23223,52.0,5,4.0
1636,4,-1.0,1,36.0,110061,22921,73.0,4,5.0
1637,6,0.0,1,13.0,114122,22301,52.0,6,6.0
1638,1,0.0,1,87.0,110893,20006,173.0,1,1.0
1639,2,0.0,1,86.0,112789,19993,173.0,2,2.0
1640,3,0.0,1,52.0,113543,19981,99.0,3,3.0
1641,4,0.0,1,51.0,115904,20973,64.0,4,4.0
1642,9,4.0,1,47.0,119143,20382,99.0,8,5.0
1643,5,-1.0,1,13.0,114440,20939,17.0,5,6.0
1644,10,3.0,1,6.0,117065,19755,18.0,9,7.0
1645,7,-1.0,1,12.0,115962,19819,18.0,7,8.0
1646,14,5.0,1,4.0,119377,23099,17.0,13,9.0
1647,2,1.0,1,112.0,86434,22265,217.0,2,1.0
1648,1,-1.0,1,105.0,88519,22034,217.0,1,2.0
1649,4,1.0,1,66.0,89414,22417,87.0,4,3.0
1650,3,-1.0,1,64.0,90453,23746,121.0,3,4.0
1651,5,0.0,1,57.0,91214,23646,121.0,5,5.0
1652,6,0.0,1,21.0,91885,22563,87.0,6,6.0
1653,8,1.0,1,14.0,93075,22025,15.0,8,7.0
1654,13,5.0,1,10.0,95138,21468,22.0,12,8.0
1655,9,0.0,1,3.0,93892,22049,6.0,9,9.0
1656,7,-3.0,1,1.0,92573,22379,15.0,7,10.0
1657,12,1.0,1,3.0,94539,23591,6.0,11,11.0
1658,10,-2.0,1,6.0,95756,22379,12.0,13,12.0
1659,14,0.0,1,13.0,103029,22342,13.0,14,14.0
1660,15,0.0,1,13.0,96385,22781,17.0,15,15.0
1661,18,2.0,1,0.0,97251,22381,13.0,18,16.0
1662,1,0.0,1,137.0,81953,24266,257.0,1,1.0
1663,4,2.0,1,82.0,85115,24483,139.0,4,2.0
1664,2,-1.0,1,120.0,82819,25030,257.0,2,3.0
1665,3,-1.0,1,78.0,83744,24011,110.0,3,4.0
1666,5,0.0,1,32.0,88830,24161,110.0,8,5.0
1667,9,3.0,1,18.0,89873,23795,30.0,9,6.0
1668,8,1.0,1,9.0,90440,24023,16.0,7,7.0
1669,10,2.0,1,7.0,90930,25062,16.0,10,8.0
1670,7,-2.0,1,8.0,86771,24269,14.0,6,9.0
1671,13,3.0,1,2.0,92507,24219,16.0,13,10.0
1672,12,1.0,1,12.0,93112,25026,30.0,12,11.0
1673,2,1.0,1,162.0,82018,23662,295.0,2,1.0
1674,1,-1.0,1,100.0,80816,23782,172.0,1,2.0
1675,3,0.0,1,72.0,83464,23732,172.0,3,3.0
1676,6,2.0,1,133.0,86523,23994,295.0,6,4.0
1677,11,6.0,1,88.0,88355,23426,124.0,9,5.0
1678,1,0.0,1,187.0,102031,30186,338.0,1,1.0
1679,2,0.0,1,151.0,103115,30412,338.0,2,2.0
1680,3,0.0,1,87.0,104454,30203,198.0,3,3.0
1681,4,0.0,1,100.0,105972,30118,137.0,4,4.0
1682,7,2.0,1,111.0,108264,30044,198.0,7,5.0
1683,6,0.0,1,26.0,107047,29920,40.0,6,6.0
1684,3,2.0,1,126.0,76629,21110,169.0,2,1.0
1685,1,-1.0,1,105.0,71551,21878,228.0,1,2.0
1686,4,1.0,1,166.0,72813,22552,363.0,3,3.0
1687,10,6.0,1,123.0,76365,25236,228.0,9,4.0
1688,2,-3.0,1,197.0,73741,30067,363.0,4,5.0
1689,2,1.0,1,223.0,94895,28905,407.0,2,1.0
1690,1,-1.0,1,184.0,94461,28493,407.0,1,2.0
1691,3,0.0,1,120.0,96045,28558,243.0,3,3.0
1692,5,1.0,1,55.0,98238,27905,191.0,5,4.0
1693,4,-1.0,1,136.0,96721,27827,191.0,4,5.0
1694,13,7.0,1,38.0,101311,27980,60.0,13,6.0
1695,7,0.0,1,22.0,99643,28416,39.0,7,7.0
1696,12,4.0,1,25.0,102014,28364,26.0,12,8.0
1697,17,8.0,1,12.0,103641,29377,19.0,17,9.0
1698,10,0.0,1,17.0,100192,28926,39.0,10,10.0
1699,8,-3.0,1,22.0,99321,28275,60.0,8,11.0
1700,9,-3.0,1,7.0,100608,28954,19.0,9,12.0
1701,18,5.0,1,6.0,103173,30400,19.0,18,13.0
1702,2,1.0,1,162.0,105105,22358,217.0,2,1.0
1703,20,18.0,1,141.0,114607,20094,261.0,20,2.0
1704,14,11.0,1,27.0,116872,23090,42.0,14,3.0
1705,15,11.0,1,18.0,115400,22696,31.0,15,4.0
1706,7,2.0,1,48.0,112114,23363,70.0,7,5.0
1707,17,11.0,1,15.0,116302,20576,42.0,16,6.0
1708,6,-1.0,1,8.0,110199,27232,26.0,6,7.0
1709,12,4.0,1,18.0,112305,21106,26.0,12,8.0
1710,1,-8.0,1,225.0,100299,20203,409.0,1,9.0
1711,19,9.0,1,1.0,119108,23801,1.0,18,10.0
1712,18,7.0,1,0.0,117600,20718,1.0,17,11.0
1713,5,-7.0,1,25.0,104552,27256,26.0,5,12.0
1714,11,-2.0,1,1.0,113253,22509,26.0,11,13.0
1715,3,2.0,1,250.0,87403,22880,438.0,3,1.0
1716,1,-1.0,1,181.0,85604,21705,244.0,1,2.0
1717,5,2.0,1,156.0,91081,24819,288.0,5,3.0
1718,4,0.0,1,132.0,88951,21575,288.0,4,4.0
1719,1,0.0,1,157.0,137550,22449,326.0,1,1.0
1720,3,1.0,1,268.0,141040,23497,471.0,3,2.0
1721,4,1.0,1,203.0,142327,22579,471.0,4,3.0
1722,2,-2.0,1,169.0,140088,22863,326.0,2,4.0
1723,14,9.0,1,26.0,158022,22506,254.0,17,5.0
1724,9,3.0,1,21.0,150965,23133,40.0,7,6.0
1725,18,11.0,1,33.0,155504,22834,51.0,19,7.0
1726,7,-1.0,1,21.0,158998,23475,43.0,12,8.0
1727,16,7.0,1,65.0,152560,22772,51.0,13,9.0
1728,13,3.0,1,19.0,153516,22774,40.0,16,10.0
1729,1,0.0,1,182.0,86573,23833,351.0,1,1.0
1730,3,1.0,1,221.0,88001,23700,505.0,3,2.0
1731,2,-1.0,1,284.0,87298,23912,505.0,2,3.0
1732,5,1.0,1,34.0,90436,24320,65.0,5,4.0
1733,6,1.0,1,31.0,89232,24092,65.0,6,5.0
1734,8,2.0,1,34.0,92337,29830,266.0,8,6.0
1735,17,10.0,1,27.0,96200,25340,46.0,18,7.0
1736,20,12.0,1,185.0,101132,31211,266.0,19,8.0
1737,3,2.0,1,194.0,111679,29384,394.0,3,1.0
1738,1,-1.0,1,200.0,109604,29168,394.0,1,2.0
1739,4,1.0,1,200.0,112184,28846,289.0,4,3.0
1740,2,-2.0,1,296.0,110683,28930,527.0,2,4.0
1741,5,0.0,1,231.0,112860,29234,527.0,5,5.0
1742,6,0.0,1,42.0,113830,28606,289.0,6,6.0
1743,9,2.0,1,31.0,117650,30397,89.0,9,7.0
1744,12,4.0,1,69.0,119586,32482,55.0,11,8.0
1745,8,-1.0,1,33.0,124660,29563,67.0,8,9.0
1746,11,1.0,1,4.0,118280,29070,35.0,10,10.0
1747,17,6.0,1,8.0,123877,29456,26.0,17,11.0
1748,7,-5.0,2,58.0,164711,30623,89.0,7,12.0
1749,16,3.0,1,19.0,121499,29482,46.0,16,13.0
1750,20,6.0,1,34.0,122741,30756,67.0,20,14.0
1751,15,0.0,1,33.0,120864,28799,55.0,14,15.0
1752,19,3.0,1,1.0,123517,29033,1.0,19,16.0
1753,14,-3.0,1,18.0,118793,29403,26.0,13,17.0
1754,2,1.0,1,322.0,129204,29751,571.0,2,1.0
1755,5,3.0,1,249.0,132231,29436,571.0,4,2.0
1756,1,-2.0,1,215.0,126802,29548,409.0,1,3.0
1757,4,0.0,1,212.0,136368,29978,311.0,9,4.0
1758,6,0.0,1,66.0,131367,30103,101.0,5,6.0
1759,12,5.0,1,33.0,135556,30271,52.0,11,7.0
1760,8,0.0,1,35.0,134148,29290,101.0,7,8.0
1761,14,5.0,1,20.0,140087,30509,28.0,13,9.0
1762,7,-3.0,1,34.0,138577,34264,68.0,6,10.0
1763,15,4.0,1,19.0,141626,30168,52.0,14,11.0
1764,20,8.0,1,33.0,146264,30753,55.0,19,12.0
1765,16,3.0,1,31.0,147747,25038,35.0,15,13.0
1766,11,-3.0,1,69.0,145016,29935,55.0,16,14.0
1767,13,-2.0,1,4.0,142676,38193,35.0,12,15.0
1768,3,2.0,1,274.0,94571,23000,612.0,3,1.0
1769,1,-1.0,1,212.0,95943,24032,435.0,1,2.0
1770,4,1.0,1,338.0,97881,23582,612.0,4,3.0
1771,6,2.0,1,64.0,100558,23354,323.0,6,4.0
1772,7,2.0,1,76.0,99200,23476,111.0,7,5.0
1773,4,3.0,1,363.0,99041,22269,652.0,3,1.0
1774,3,1.0,1,230.0,92867,21862,466.0,2,2.0
1775,6,3.0,1,289.0,102468,22179,652.0,6,3.0
1776,2,-2.0,1,236.0,89892,22002,466.0,1,4.0
1777,5,0.0,1,74.0,93730,22192,341.0,5,5.0
1778,1,-5.0,1,220.0,103698,24493,341.0,4,6.0
1779,11,4.0,1,43.0,107707,22357,64.0,11,7.0
1780,13,5.0,1,38.0,108810,22345,73.0,13,8.0
1781,1,0.0,1,25.0,71454,21937,37.0,1,1.0
1782,1,0.0,1,314.0,100317,24151,695.0,1,1.0
1783,5,3.0,1,381.0,103228,23943,695.0,5,2.0
1784,3,0.0,1,235.0,101552,23716,366.0,3,3.0
1785,4,0.0,1,249.0,104832,29157,479.0,4,4.0
1786,6,1.0,1,84.0,109520,34100,366.0,6,5.0
1787,9,3.0,1,46.0,106886,23751,83.0,9,6.0
1788,8,1.0,1,41.0,105748,24678,121.0,8,7.0
1789,1,0.0,1,260.0,70911,22818,391.0,1,1.0
1790,7,5.0,1,95.0,72458,22922,83.0,6,2.0
1791,20,17.0,1,95.0,73446,22770,140.0,20,3.0
1792,9,5.0,1,43.0,73705,23463,57.0,8,4.0
1793,13,8.0,1,14.0,74119,23155,57.0,12,5.0
1794,12,6.0,1,54.0,73921,30760,91.0,11,6.0
1795,3,-4.0,1,387.0,72097,22882,701.0,3,7.0
1796,11,3.0,1,45.0,74415,23381,140.0,10,8.0
1797,15,6.0,1,46.0,74038,23079,67.0,15,9.0
1798,16,6.0,1,35.0,73879,22759,83.0,16,10.0
1799,10,-1.0,1,20.0,74725,23891,28.0,9,11.0
1800,18,6.0,1,0.0,100613,22500,1.0,18,12.0
1801,8,-5.0,1,8.0,74505,23776,28.0,7,13.0
1802,6,-8.0,1,84.0,72583,23073,391.0,5,14.0
1803,14,-1.0,1,37.0,74310,23344,91.0,13,15.0
1804,1,0.0,1,413.0,104369,22178,739.0,1,1.0
1805,3,1.0,1,278.0,107616,21023,417.0,2,2.0
1806,4,1.0,1,264.0,106050,21697,504.0,3,3.0
1807,2,-2.0,1,326.0,115218,21145,739.0,20,4.0
